Level	Date and Time	Source	Event ID	Task Category
Error	2020/04/25 06:05:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 06:02:46	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 06:00:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:57:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:55:06	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:51:03	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:48:30	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:45:57	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:43:24	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:40:50	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:38:17	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:35:44	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:33:11	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:30:37	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:28:04	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:25:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:22:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:20:25	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:17:51	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:15:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:12:45	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:10:12	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:07:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:05:05	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 05:02:32	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:59:59	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:57:26	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:54:53	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:50:50	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:48:16	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:45:43	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:43:10	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:39:37	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:35:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:33:00	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:30:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:27:54	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:25:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:22:47	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:20:14	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:17:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:15:07	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:12:34	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:10:01	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:06:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:04:52	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:03:48	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 04:03:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/25 00:03:57	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/25 00:01:15	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 23:07:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 22:46:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 20:49:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 19:23:07	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 14:29:16	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/24 14:26:12	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 09:17:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 01:47:05	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 01:47:04	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/24 01:26:59	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 01:26:58	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/24 00:32:30	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/24 00:32:28	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/23 22:05:16	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/23 19:42:36	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/23 18:32:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/23 15:04:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/23 09:35:37	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/23 09:35:37	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/23 09:35:32	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/23 09:35:30	ACPI	13	None	: The embedded controller (EC) did not respond within the specified timeout period. This may indicate that there is an error in the EC hardware or firmware or that the BIOS is accessing the EC incorrectly. You should check with your computer manufacturer for an upgraded BIOS. In some situations, this error may cause the computer to function incorrectly.
Error	2020/04/23 04:09:24	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/23 04:09:22	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/23 03:37:30	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/23 03:25:58	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/23 01:08:29	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/04/23 00:18:51	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/23 00:12:01	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/22 20:19:15	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/04/22 19:50:37	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/22 19:40:02	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/22 19:39:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/22 18:02:41	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/22 18:02:00	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/22 17:05:06	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/22 10:24:05	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/22 05:11:24	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/22 05:06:31	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/22 02:30:28	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/22 02:25:09	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/22 02:12:35	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/22 01:48:23	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/22 01:44:34	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/21 23:11:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/21 20:30:54	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/21 20:23:50	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device #2, {08b96615-5351-4d77-8866-0a47ffbb4576}, had event Network Interface deleted while PNP Device still exists. Note that this event is provided for informational purpose and might not be an error always (Eg: In case of vSwitch which was recently un-installed or a LBFO team was removed)
Error	2020/04/21 20:23:49	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/21 19:52:29	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/21 19:29:37	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/21 16:53:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/21 15:18:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/21 06:16:36	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/20 20:12:00	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/20 20:09:16	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/20 20:00:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/20 16:01:29	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/20 15:37:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/20 07:57:37	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/20 01:31:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/19 23:18:25	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/19 19:27:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/19 18:35:52	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/19 17:27:10	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/19 13:42:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/19 10:53:29	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/19 06:02:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/19 03:26:46	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/19 00:05:53	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/18 20:44:56	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/18 18:25:30	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/18 17:33:14	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/18 14:42:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/18 06:07:40	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/17 22:22:14	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/17 21:35:48	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/17 20:47:49	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/17 15:40:22	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/17 14:51:33	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/17 14:50:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/17 14:25:30	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/17 13:48:44	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/17 06:41:49	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/17 06:41:49	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/17 06:41:44	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/17 02:02:58	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/16 18:54:27	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/16 17:15:42	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/16 16:57:56	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/16 15:16:46	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/16 14:31:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/16 12:22:35	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/16 04:56:10	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/15 20:50:00	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/15 20:49:26	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/15 20:21:51	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/15 20:11:35	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/15 15:31:36	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/15 15:18:29	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/15 14:59:32	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/15 08:12:11	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/15 08:12:09	ACPI	13	None	: The embedded controller (EC) did not respond within the specified timeout period. This may indicate that there is an error in the EC hardware or firmware or that the BIOS is accessing the EC incorrectly. You should check with your computer manufacturer for an upgraded BIOS. In some situations, this error may cause the computer to function incorrectly.
Error	2020/04/15 03:00:09	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/15 03:00:08	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/15 01:24:48	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/15 01:24:47	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/14 23:55:45	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/14 22:14:44	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/14 22:05:25	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/14 19:06:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/14 17:09:38	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/14 14:41:20	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/14 14:01:12	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/14 13:43:15	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/14 08:31:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/13 23:06:25	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/13 22:03:48	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/13 18:13:32	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/13 17:07:17	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/13 17:07:17	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/13 17:07:12	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/13 14:03:15	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/13 14:02:43	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/13 13:58:20	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/13 13:44:20	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/13 13:43:50	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/13 13:43:25	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/13 13:43:01	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/13 01:35:07	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/13 01:10:54	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/13 01:10:54	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/13 01:10:50	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/12 23:53:05	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/12 23:25:46	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/12 23:22:03	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/12 21:04:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/12 20:47:28	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/12 15:57:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/12 11:09:37	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/12 07:12:54	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/12 02:28:12	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/12 01:32:24	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/11 23:22:53	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/11 22:54:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/11 20:36:51	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/11 20:25:41	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/11 20:25:41	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/11 20:25:35	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/11 19:00:00	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/11 18:19:30	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/11 09:48:31	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/11 09:48:31	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/11 09:48:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/11 06:42:18	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/11 06:28:09	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/11 03:33:13	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/11 03:20:55	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/11 03:20:55	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/11 03:20:49	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/11 01:42:14	Microsoft-Windows-DistributedCOM	10010	None	The server Microsoft.WindowsFeedbackHub_1.1907.3152.0_x64__8wekyb3d8bbwe!App.AppXsdjy3vfbpyyren487rr1k4k8g5t1k844.mca did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:14	Microsoft-Windows-DistributedCOM	10010	None	The server Microsoft.OneConnect_5.2002.431.0_x64__8wekyb3d8bbwe!App.AppXe8pdgw5syxe8pgccbk3mcn5hanwamr0e.mca did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/04/11 01:42:09	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
